ZipCode,State,County,May5CovidRestrictionsRank,May19CovidRestrictionsRank,CovidRestrictionsCategorical,HitDateByState(June26),Population,NumericalRestriction,DateBeginRestrictions,CovidImpactCategorical,Covid.per.10.000,NumCovidCases(Mid/late June),AreaName,PVI,District,PVI#,NumSocSec65,PropSocSec65,LandSqMi,PopDensity,PopDensityCategorical,MedianAge,MedianHouseholdIncome,MedHouseIncomeCategorical,PercentPoverty,PercentWhite,RaceCategorical,Race,PercentBlack,PercentAsian,PercentHispanic,PercentAmericanIndians,TotalRace,HousingCategorical,RUCA2,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30
29440,SC,Georgetown,17,19,Low,Late,27897,72,3/23/2020,Mid,44.81,125,Georgetown,R+9,SC-07,-9,"5,335",0.1912,522.9,53.35,Low,39.5,37146,Very Low,25.3,49.8,No Majority,Mixed,45.2,0,2.4,0,97.4,Low,4.2,159934,160571,161253,161245,161230,161324,161696,161785,161967,162119,162282,162089,162050,161774
29445,SC,Berkeley,17,19,Low,Late,60033,72,3/23/2020,Mid,39.15,235,Goose Creek,R+10,SC-01,-10,"6,810",0.1134,58.5,1026.21,High,33.3,58595,Mid,13.3,58.4,Majority White,White,23,0,9.6,0,91,Mid,1,195219,195489,195852,195693,196174,196648,197253,198259,198798,199143,199339,199949,201026,202683
29446,SC,Colleton,17,19,Low,Late,915,72,3/23/2020,Mid,32.79,3,Green Pond,R+10/D+19,SC-01/06,4.5,240,0.2623,169.6,5.40,Low,53.7,70288,Mid,6,34.3,Majority Black,Black,65.7,0,0,0,100,Very Low,10.4,91065,91451,91355,91094,90639,90631,90623,90546,90407,90577,90631,90695,90861,90878
29452,SC,Colleton,17,19,Low,Late,484,72,3/23/2020,Mid,61.98,3,Jacksonboro,R+10/D+19,SC-01/06,4.5,90,0.1860,57.6,8.40,Low,45,32721,Very Low,48.8,32.9,Majority Black,Black,67.1,0,0,0,100,Very Low,10.4,95292,95692,96034,95916,95736,96057,96390,96285,95828,95365,95829,97184,98425,99566
29461,SC,Berkeley,17,19,Low,Late,37133,72,3/23/2020,Mid,36.89,137,Moncks Corner,R+10/D+19,SC-01/06,4.5,"5,395",0.1453,162.8,228.09,Mid,38.4,58946,Mid,11.7,66.5,Majority White,White,26.5,0,2.9,0,95.9,Mid,7.1,227784,228152,228519,228484,228937,229534,230024,230848,230985,231045,231244,231869,232886,234198
29482,SC,Charleston,17,19,Low,Late,2148,72,3/23/2020,Mid,65.18,14,Sullivans Island,R+10,SC-01,-10,380,0.1769,2.6,826.15,Mid,48.1,135577,High,7.7,95.3,White,White,0,1.1,2.4,0,98.8,High,1,1922010,1925846,1925260,1930282,1933153,1936547,1939934,1947744,1959092,1975923,1981037,1984329,1988359,1997394
29505,SC,Florence,17,19,Low,Late,24850,72,3/23/2020,Mid,66.00,164,Florence,R+9,SC-07,-9,"4,025",0.1620,51.7,480.66,Mid,40.2,53447,Mid,11.8,56.6,Majority White,White,35.8,0,3.6,0,96,Low,1,148216,148751,149296,149865,150535,151259,151918,152484,152872,153400,153673,153874,153889,153908
29530,SC,Florence,17,19,Low,Late,2325,72,3/23/2020,Mid,94.62,22,Coward,D+19/R+9,SC-06/07,5,480,0.2065,38.3,60.70,Low,37.1,43750,Low,21.5,86.1,White,White,7.5,0,4.4,0,98,Very Low,2,96763,96489,94940,93837,93245,93412,92883,92514,92033,91342,91278,90994,91372,91324
29564,SC,Williamsburg,17,19,Low,Late,765,72,3/23/2020,Mid,65.36,5,Lane,D+19,SC-06 ,19,205,0.2680,65.4,11.70,Low,43.3,22467,Very Low,30.1,10.1,Black,Black,87.2,0,0,0,97.3,Very Low,9,40025,40028,40287,40349,40434,40482,40416,40175,39951,39865,39770,39704,39685,39705
29577,SC,Horry,17,19,Low,Late,31816,72,3/23/2020,Mid,79.83,254,Myrtle Beach,R+9,SC-07,-9,"6,680",0.2100,23.7,1342.45,High,42.3,40416,Low,22.9,66.6,Majority White,White,14,0,14.7,0,95.3,Low,1,156228,156388,156737,157230,157637,157893,158483,159107,159711,159764,160119,160670,161791,162628
29582,SC,Horry,17,19,Low,Late,16548,72,3/23/2020,Mid,87.02,144,North Myrtle,R+9,SC-07,-9,"6,585",0.3979,21.7,762.58,Mid,57.7,56138,Mid,12.5,85.7,White,White,7,0,3.8,0,96.5,Mid,1,240053,240200,240447,240939,241384,241715,242509,243478,244344,244473,244960,245834,247797,249578
29650,SC,Greenville,17,19,Low,Late,34886,72,3/23/2020,Mid,61.34,214,Greer,R+15,SC-04,-15,"5,420",0.1554,18,1938.11,High,39.8,74597,Mid,7.1,73.2,Mostly White,White,7.4,0,10.4,0,91,Mid,1,247200,248133,249162,250103,250728,251494,252424,253135,253809,254472,255488,256408,257198,257706
29708,SC,York,17,19,Low,Late,34082,72,3/23/2020,Mid,27.87,95,Fort Mill,R+9,SC-05,-9,"4,345",0.1275,19,1793.79,High,38.7,110297,High,2.7,84.1,Mostly White,White,5.4,0,5.6,0,95.1,Mid,1,308350,310742,312740,315140,317762,320222,321877,323496,326102,329020,332265,336109,340802,345801
29730,SC,York,17,19,Low,Late,55937,72,3/23/2020,Mid,39.33,220,Rock Hill,R+9,SC-05,-9,"7,550",0.1350,120,466.14,Mid,35,46736,Low,17.7,51.2,Majority White,White,38.4,0,4.7,0,94.3,Low,1.1,146245,147594,148828,150344,152156,153871,155126,156485,158660,161191,164261,167667,171784,176126
29801,SC,Aiken,17,19,Low,Late,28308,72,3/23/2020,Low,17.31,49,Aiken,R+12,SC-02,-12,"4,700",0.1660,87.6,323.15,Mid,39.2,41703,Low,21.9,47.7,No Majority,Mixed,44.6,0,4.2,0,96.5,Low,1,125949,126406,126405,126600,126858,127235,127512,127792,128446,129209,130155,130896,132040,133019
29845,SC,Mccormick,17,19,Low,Late,983,72,3/23/2020,Very Low,0.00,0,Plum Branch,R+19,SC-03,-19,335,0.3408,65.8,14.94,Low,52.4,38750,Very Low,23.6,44.5,Majority Black,Black,50.3,0,0,0,94.8,Very Low,2,73173,74111,73938,73300,73261,73630,73977,74652,74937,75722,76543,77061,77297,77624
32003,FL,Clay,9,17,Low,Late,28531,49,4/1/2020,Mid,20.68,59,Orange Park,R+9/D+12,FL-03/05,1.5,"4,470",0.1567,15.8,1805.76,High,43.8,91287,Mid,3.8,81,Mostly White,White,5.7,0,7.8,0,94.5,Mid,1,283681,283954,284029,284752,285834,286685,287088,287350,288186,289072,290029,290864,292284,293784
32082,FL,Saint Johns,9,17,Low,Late,30898,49,4/1/2020,Mid,33.66,104,Ponte Vedra Beach,R+7,FL-06,-7,"7,045",0.2280,33.3,927.87,Mid,51.5,107717,High,4.2,90.6,White,White,0,1.9,4.1,0,96.6,High,1,533795,533576,534315,535156,536604,536602,538442,540469,542285,542699,543311,544959,546322,548066
32127,FL,Volusia,9,17,Low,Late,30415,49,4/1/2020,Low,8.88,27,Port Orange,R+7,FL-06,-7,"7,720",0.2538,15.9,1912.89,High,51.5,49903,Low,14.4,85.8,White,White,3.9,0,7.1,0,96.8,Mid,1,248722,249286,250607,251692,252657,253755,254501,255134,256135,257832,258691,259550,259933,261392
32162,FL,Sumter,9,17,Low,Late,54530,49,4/1/2020,Very Low,1.00,1-4,The Villages,R+15,FL-11,-15,"39,445",0.7234,23.1,2360.61,High,71.6,61654,Mid,4.5,95.8,White,White,0,1.5,1.7,0,99,Mid,2,277308,278169,279024,280262,281411,282644,283438,284041,284680,285857,287294,288815,290012,291408
32174,FL,Volusia,9,17,Low,Late,50869,49,4/1/2020,Mid,22.21,113,Ormond Beach,R+7,FL-06,-7,"15,510",0.3049,123.4,412.23,Mid,53.4,52527,Mid,8.2,87.4,White,White,4.1,0,5.2,0,96.7,Mid,1,252466,253334,254703,256052,257263,258362,259193,259615,260266,261388,262086,262615,262864,263773
32404,FL,Bay,9,17,Low,Late,40029,49,4/1/2020,Low,8.99,36,Panama City,R+18,FL-02,-18,"5,535",0.1383,128.8,310.78,Mid,37.4,50681,Mid,13.5,72.3,Mostly White,White,12.8,0,6.2,0,91.3,Low,1,167395,168257,169500,170456,171255,171675,172727,174149,177594,180733,184307,186324,188192,189496
32533,FL,Escambia,9,17,Low,Late,27632,49,4/1/2020,Mid,26.42,73,Cantonment,R+22,FL-01,-22,"5,305",0.1920,74.9,368.92,Mid,44.5,71528,Mid,8.8,77.3,Mostly White,White,17.3,0,1.7,0,96.3,Mid,1,196019,196261,196906,197363,197880,198250,198618,199030,199724,201408,203069,205024,206641,208637
32566,FL,Santa Rosa,9,17,Low,Late,38112,49,4/1/2020,Low,15.74,60,Navarre,R+7,FL-06,-7,"5,330",0.1399,40.3,945.71,Mid,37.9,78368,Mid,9.2,78.4,Mostly White,White,6.8,0,8.1,0,93.3,Mid,1,264311,265207,266524,267936,269476,270916,272257,273127,274765,276051,277659,278914,280812,282817
32720,FL,Volusia,9,17,Low,Late,31819,49,4/1/2020,Mid,27.34,87,Deland,R+7,FL-06,-7,"6,180",0.1942,62.8,506.67,Mid,45.3,44146,Low,14.3,71.5,Mostly White,White,11.7,0,13.1,0,96.3,Mid,1.1,196509,197525,199099,200260,201370,202369,203655,204660,206018,207463,208529,209645,210258,211499
32725,FL,Volusia,9,17,Low,Late,48008,49,4/1/2020,Mid,25.20,121,Deltona,EVEN,FL-07,0,"8,185",0.1705,22.9,2096.42,High,40.9,48830,Low,12.9,52.7,Majority White,White,8.6,0,35,0,96.3,Low,1.1,183497,184199,185444,186427,187417,188472,189516,190391,191711,193386,194606,195784,196703,198298
32927,FL,Brevard,9,17,Low,Late,26687,49,4/1/2020,Low,11.99,32,Cocoa,R+11,FL-08,-11,"4,020",0.1506,21.9,1218.58,High,41.9,60761,Mid,13.3,80.2,Mostly White,White,0,0,7.1,0,87.3,Low,1,186869,187928,188729,189104,189094,189834,190861,191958,193279,194513,196455,197892,199526,201009
32937,FL,Brevard,9,17,Low,Late,27126,49,4/1/2020,Low,16.59,45,Satellite Beach,R+11,FL-08,-11,"5,945",0.2192,6.7,4048.66,High,48.3,69642,Mid,6.1,86.9,White,White,2.4,0,6.8,0,96.1,Mid,1,327743,328290,328807,328625,328158,328612,329353,330062,331019,332491,335103,337193,339584,341762
32955,FL,Brevard,9,17,Low,Late,39127,49,4/1/2020,Low,15.33,60,Rockledge,R+11,FL-08,-11,"7,815",0.1997,22.1,1770.45,High,45.8,68946,Mid,8.2,74.1,Mostly White,White,10.5,0,10.5,0,95.1,Mid,1,240421,241324,241979,242202,241663,242351,243232,244322,245330,246532,248633,250287,252090,253567
33030,FL,Miami-dade,9,17,Low,Late,35701,49,3/19/2020,High,184.03,657,Homestead,D+6/D+5,FL-26/27,5.5,"2,670",0.0748,18.4,1940.27,High,30.9,37576,Very Low,29,12.8,Mostly Hispanic,Hispanic,13.7,0,71.8,0,98.3,Mid,1,256783,258450,259769,261021,261389,262090,262714,263421,263984,265877,267674,269082,270288,271230
33040,FL,Monroe,9,17,Low,Late,34784,49,4/1/2020,Low,19.84,69,Key West,D+6,FL-26,6,"4,605",0.1324,18.5,1880.22,High,40.6,67740,Mid,11.6,57,Majority White,White,11.3,0,27.9,0,96.2,High,4,667301,667118,667014,667736,668283,668808,669833,668882,668566,667060,668220,667883,669165,669111
33056,FL,Miami-dade,9,17,Low,Late,36409,49,3/19/2020,High,110.96,404,Miami Gardens/Carol City?,D+34,FL-24,34,"4,635",0.1273,6.1,5968.69,High,36.2,40985,Low,23.7,1.1,Mostly Black,Black,76.6,0,20.3,0,98,Mid,1,264425,265823,266827,268210,268985,270595,271816,273205,274080,276189,278064,279984,281884,283478
33060,FL,Broward,9,17,Low,Late,37168,49,3/27/2020,Mid,85.56,318,Pompano Beach,D+31/D+6,FL-20/22,18.5,"4,525",0.1217,7,5309.71,High,39.3,43924,Low,25.5,35.1,No Majority,Mixed,41.8,0,21,0,97.9,Mid,1,265798,266190,266577,267205,267908,269128,270152,270800,271955,273395,274638,276110,277717,279124
33125,FL,Miami-dade,9,17,Low,Late,61492,49,3/19/2020,High,218.08,1341,Maimi,D+24/D+5,FL-24/27,14.5,"7,165",0.1165,3.9,15767.18,High,42.5,27518,Very Low,28.4,3.3,Hispanic,Hispanic,2.9,0,92.9,0,99.1,Mid,1,302594,303787,305450,306877,308599,310371,311574,312614,313475,315146,316655,318331,319736,320616
33139,FL,Miami-dade,9,17,Low,Late,38606,49,3/19/2020,Mid,95.58,369,Maimi Beach,D+11/D+24,FL-23/24,17.5,"4,105",0.1063,2.7,14298.52,High,41,52278,Mid,15,41.1,Majority Hispanic,Hispanic,3.3,0,50.2,0,94.6,Mid,1,334832,334886,334694,334402,333107,332038,330756,329798,329166,329625,329191,328616,327309,326004
33140,FL,Miami-dade,9,17,Low,Late,21807,49,3/19/2020,High,207.27,452,Miami Beach,D+11,FL-23,11,"3,260",0.1495,3,7269.00,High,43.9,79804,Mid,9,50.6,Majority White,White,2,0,45.1,0,97.7,Mid,1,509230,509099,508610,508109,506707,505177,502942,501365,499936,500074,499406,498117,496144,493685
33146,FL,Miami-dade,9,17,Low,Late,16156,49,3/19/2020,Mid,51.99,84,Miami,D+5,FL-27,5,"1,815",0.1123,3.1,5211.61,High,23.6,121319,High,7.2,41.3,No Majority,Mixed,4.8,0,48.5,0,94.6,High,1,943970,943371,939791,940440,940959,942028,940978,940946,939717,942975,942716,940040,937908,937973
33149,FL,Miami-dade,9,17,Low,Late,13054,49,3/19/2020,Mid,72.01,94,Key Biscayne,D+5,FL-27,5,"1,805",0.1383,4.7,2777.45,High,42,133958,High,4.7,30,Majority Hispanic,Hispanic,0,0.9,69.1,0,100,High,2,1139918,1133863,1128647,1128910,1126005,1121411,1113427,1105582,1098396,1095618,1092585,1089116,1087053,1083003
33157,FL,Miami-dade,9,17,Low,Late,68402,49,3/19/2020,High,137.28,939,Miami,D+6,FL-26,6,"8,930",0.1306,14.8,4621.76,High,37.6,63943,Mid,13.8,22.8,Majority Hispanic,Hispanic,20.5,0,51.4,0,94.7,Mid,1,343913,344580,345159,346666,347752,349196,350139,350751,351464,353463,355249,356848,358724,360460
33162,FL,Miami-dade,9,17,Low,Late,48185,49,3/19/2020,Mid,94.22,454,North Miami Beach,D+34,FL-24,34,"5,285",0.1097,5.2,9266.35,High,34.8,42643,Low,17.6,15.1,Majority Black,Black,52.6,0,26.6,0,94.3,Mid,1,280994,282376,283119,283651,283627,284767,285960,287565,288537,290901,292543,294516,295996,297514
33317,FL,Broward,9,17,Low,Late,38360,49,3/27/2020,Mid,45.88,176,Fort Lauderdale,D+31/D+6/D+11,FL-20/22/23,24,"5,010",0.1306,9.6,3995.83,High,39,65934,Mid,16.8,39,No Majority,Mixed,26.2,0,27.6,0,92.8,Mid,1,334388,334997,335881,336815,337925,339430,340898,341676,342929,344512,345904,347973,350338,352486
33326,FL,Broward,9,17,Low,Late,32946,49,3/27/2020,Mid,41.58,137,Fort Lauderdale,D+31/D+11,FL-20/23,21,"3,645",0.1106,9.7,3396.49,High,41,84910,Mid,7.3,36,Majority Hispanic,Hispanic,0,4.9,53.2,0,94.1,Mid,1,353368,353809,354368,355048,355950,357251,358192,358498,359125,360677,361764,363507,364961,366269
33408,FL,Palm Beach,9,17,Low,Late,18248,49,3/31/2020,Mid,35.07,64,North Palm Beach,R+5/D+31,FL-18/20,13,"5,320",0.2915,7.3,2499.73,High,56.9,73890,Mid,6.4,85.8,White,White,2.3,0,9.8,0,97.9,Mid,1,386933,387303,388236,388968,389037,389222,390051,391006,392189,393911,395574,396996,397844,398684
33410,FL,Palm Beach,9,17,Low,Late,35597,49,3/31/2020,Mid,60.68,216,Palm Beach Gardens,R+5/D+31,FL-18/20,13,"6,830",0.1919,11.4,3122.54,High,45.3,69037,Mid,8.1,75.9,Mostly White,White,5.2,0,13.6,0,94.7,Mid,1,360849,361331,362265,362822,362941,363164,364090,364927,366094,367417,368435,369108,369029,369199
33460,FL,Palm Beach,9,17,Low,Late,32688,49,3/31/2020,High,264.32,864,Lake Worth,D+31/D+6,FL-20/22,18.5,"3,160",0.0967,4.7,6954.89,High,35.8,37863,Very Low,25.5,32.3,No Majority,Mixed,17.3,0,47.6,0,97.2,Mid,1,219712,220861,222465,223487,224372,225094,226179,226766,227854,229800,231671,232917,233173,233736
33619,FL,Hillsborough,9,17,Low,Late,39747,49,4/1/2020,Mid,69.94,278,Tampa,D+7,FL-14,7,"3,670",0.0923,26.6,1494.25,High,33.1,41318,Low,23.9,24,No Majority,Mixed,35,0,36.4,0,95.4,Low,1,148778,148883,149845,150502,151687,152583,153740,155147,156529,158038,159494,161418,163487,166390
33702,FL,Pinellas,9,17,Low,Late,30562,49,4/1/2020,Mid,62.82,192,Saint Petersburg,D+2,FL-13,2,"5,245",0.1716,9.9,3087.07,High,43.5,50214,Mid,12.4,78.1,Mostly White,White,8.2,0,8.1,0,94.4,Mid,1,204684,204998,205173,205133,205636,206514,207361,208071,209604,211961,214287,215530,216645,218084
33823,FL,Polk,9,17,Low,Late,32139,49,4/1/2020,Mid,32.67,105,Auburndale,D+11/R+6,FL-10/15,2.5,"5,690",0.1770,31.1,1033.41,High,39.4,50066,Mid,19,70.3,Mostly White,White,8.7,0,19.2,0,98.2,Low,1,176322,177069,177871,177946,178184,178631,179847,181262,182706,184234,185762,187050,187471,188494
